review_id,game_id,critic_score,user_score
106,3749,9.6,9.5
107,6546,8.5,
108,11122,8.4,
109,1466,9.6,9
110,4365,9.2,
111,12988,7,
112,1472,8.3,4
113,6567,7.1,
114,2767,9,8.8
115,4599,9.5,
116,12602,9.3,6.3
117,3659,8.3,1.7
118,9611,6.1,6.2
119,11581,9.3,
120,6564,6.5,
121,8717,8.1,
122,11027,10,
123,4389,9,9
124,3752,9.4,
125,3753,9,10
126,8666,8,8.3
127,1475,7.7,3.8
128,3506,8.6,6.6
129,6548,8.8,8.9
130,11386,9.6,
131,3656,8.5,4.4
132,11735,9.5,
133,4330,9.8,
134,10712,7.1,
135,3653,,
136,7656,7.8,1.2
137,4610,9.6,
138,11909,8.5,
139,4392,8.8,
140,8304,9,7.4
141,4289,9.2,9.4
142,8692,8.3,8.9
143,11778,9.9,10
144,1977,8.6,
145,1468,8.5,5.7
146,1486,8.5,7.8
147,11021,8.5,8.1
148,11026,9.7,9.8
149,11124,9.2,
150,1470,,
151,893,8.5,
152,13363,,
153,11789,9.5,9.6
154,881,9.1,7.9
155,893,8.5,
156,7770,8.6,
157,11515,8.3,8.4
158,3660,7.9,1.1
159,1979,9.3,
160,8675,7.7,
161,4468,9,8.1
162,7771,8.3,
163,5586,,
164,6552,8.5,
165,6700,9,
166,1976,7.8,
167,12601,9.5,9.6
168,1466,9.5,9.6
169,3674,9.2,
170,3654,9,
171,3506,9,5.5
172,7847,8,6.6
173,12250,7.8,7.6
174,9243,9.5,
175,2772,8.6,
176,11769,8.4,8.8
177,600,8.8,
178,4467,8.7,
179,9243,9.5,10
180,11581,9,
181,3766,9.4,9.5
182,8672,8.7,
183,4613,8.7,
184,6970,9.4,
185,6327,8.6,8.5
186,3655,8.1,5.7
187,5856,8.5,
188,7448,8.9,8
189,10856,,
190,3041,8.5,
191,1488,8,4
192,6328,8.6,8.5
193,991,7.7,
194,6970,9.5,
195,6847,9.5,7
196,11779,9.3,9
197,1757,8.5,8.9
198,6846,9.3,
199,10463,,
200,6851,9.3,9.8
201,3362,8.5,8.7
202,6553,9.3,
203,11037,9.2,
204,11013,9.5,8.9
205,223,6.8,7.9
206,7846,8.4,8
207,6202,6.9,
208,9244,9.7,7.4
209,2465,7.6,6.1
210,11385,9.1,
211,12607,8.6,8.5
212,11041,9.4,
213,6151,8,
214,1927,6.6,
215,11454,,
216,11016,8.2,
217,597,9,
218,11120,8.4,
219,594,8.2,8
220,831,9.6,
221,3917,9.2,9.8
222,2936,8.6,
223,3737,9.2,
224,3756,8.3,
225,10178,8.8,7
226,12234,8.8,
227,11032,8.8,8.5
228,8702,7.5,
229,6970,,
230,1486,8.4,
231,11017,9.2,
232,1983,6.9,
233,11123,9.2,8.9
234,3770,8,9.2
235,4370,8.3,
236,2844,,
237,600,8.5,
238,8689,8.7,
239,597,9.1,
240,11609,8.3,7.3
241,2764,9.3,
242,5577,7.3,
243,12236,7.6,
244,6404,9.5,
245,1468,8.3,5.5
246,3512,8.3,
247,4371,,
248,5863,8.3,
249,8022,7.8,7.9
250,11030,7.9,
251,2769,9.3,
252,6702,5.9,
253,881,9.3,7.6
254,5913,,
255,6918,7,
256,4498,9.2,
257,3653,,
258,9298,8.6,8.8
259,3477,7.8,
260,6534,7,
261,4398,8.4,
262,3673,8.7,
263,11024,9.7,
264,3777,8.1,9.5
265,3506,8.4,6.4
266,12264,9.6,
267,12909,7.5,
268,10656,8.7,
269,4156,9.4,9.4
270,4157,9.4,9.5
271,4615,8.6,6.4
272,4619,9.5,
273,4499,8.2,
274,12604,8.7,8.6
275,9294,9.3,
276,3502,9,8.6
277,10599,8.4,8.7
278,6385,9.1,
279,10769,9.2,8.7
280,2956,8.6,
281,7159,,
282,2529,8.3,
283,8683,6.4,
284,1472,,
285,2844,,
286,1980,8,8.5
287,594,8.2,8.5
288,1475,7.8,3.6
289,1990,9.2,
290,6151,7.8,
291,11783,9.1,
292,831,9.5,
293,3043,7,
294,11890,7.7,
295,13145,9,
296,12265,9.3,
297,4362,7.7,9.5
298,11807,8.3,
299,12233,8.9,
300,4285,9.3,
301,11771,10,
302,6089,8.6,8.5
303,3919,9.1,
304,4499,8.6,
305,8027,7.2,
306,8715,8.3,6.1
307,1023,9.5,8.6
308,6526,9.1,
309,3655,6.9,
310,6535,6.8,
311,8296,8.8,6.4
312,6405,9.5,
313,4499,8.7,
314,10714,,
315,2297,7.1,6.9
316,527,,
317,525,7,5.2
318,6230,9.4,9.2
319,9403,,
320,10768,9.3,
321,12853,9.3,
322,8608,,
323,8933,8.7,
324,6386,8.5,
325,10583,8.2,
326,11575,9.2,
327,11787,9.6,
328,12267,9.1,
329,13021,8.8,
330,11774,8.7,8.4
331,13492,,
332,6909,5.6,
333,12232,8,7
334,7776,8.6,
335,9326,8.5,9.1
336,12219,,
337,1468,9.1,
338,12912,8,6.4
339,423,7.1,8.8
340,10763,8.1,7.1
341,623,7.6,7.8
342,2954,8,3
343,7169,8.8,8
344,12005,9.1,9.2
345,830,9,
346,1468,9.1,
347,4288,9.3,9.8
348,7483,8.5,
349,2281,8.6,
350,11059,8.5,
351,611,8.8,
352,6849,9,
353,611,7.9,
354,3668,8.4,
355,1960,8.9,
356,7154,8.8,8.6
357,7220,8.2,3.6
358,10859,9.3,9
359,101,,
360,3674,9.2,
361,1474,7.5,3.8
362,11365,5.9,
363,5573,8.2,
364,3403,8.4,
365,3962,2,
366,10712,6.9,
367,3654,9.1,
368,6403,9.4,
369,613,,
370,2466,8.5,4.9
371,11040,9,
372,833,8.1,7.8
373,3652,8.4,
374,11921,7,4
375,7153,,
376,10855,9,
377,3512,8.2,
378,11770,9.3,9
379,604,8.1,7.2
380,3572,8.4,7.7
381,1541,4.2,
382,13173,8.9,
383,3916,9.1,
384,7494,,
385,11394,8.7,
386,4333,,
387,11031,8.8,8.7
388,529,,
389,2515,8.8,
390,2654,,
391,3431,7.5,
392,5576,5.4,
393,7174,9.3,9
394,10683,9,
395,11737,9.4,5.6
396,13150,9.3,9.3
397,3502,8.8,
398,11781,,
399,11581,9.2,8.2
400,7497,5,
401,7651,8.7,6.7
402,6090,9,
403,3573,7.9,6.8
404,894,8.3,7
405,602,8.7,
406,3178,8.3,
407,4601,8.7,
408,2780,,
409,3293,,
410,2931,,8
411,12272,8.7,
412,5579,7.4,
413,8934,8.5,
414,10632,7.6,
415,13171,9.3,
416,7492,,
417,11774,,
418,9307,8.6,
419,7160,7.7,9.7
420,6399,7.6,1.5
421,4373,7.5,6
422,6131,7.5,
423,11940,7.3,
424,12248,,
425,9160,8.5,
426,4687,8,
427,8707,8.3,
428,3657,8.8,5.1
429,10662,9.1,
430,3680,8.4,
431,2519,8.7,6.6
432,11784,9.4,
433,12268,9.6,
434,6925,7.2,
435,7441,6.7,
436,777,9.3,9.4
437,10400,8,
438,894,8.7,
439,5327,9,8.9
440,8701,7.9,
441,8884,8.2,
442,3672,9,
443,4509,8.4,
444,4162,8.2,7.6
445,10711,8.1,
446,2793,9.3,
447,11891,6.1,
448,877,8.5,7.9
449,606,8.6,6.9
450,10713,8.5,
451,613,,
452,1928,6.9,
453,12615,9.2,8.3
454,13266,,
455,2036,7.6,
456,894,8.7,
457,4392,8.3,
458,11614,7.7,
459,12237,8.2,
460,830,9.1,
461,610,9.1,
462,5343,7.9,
463,6153,7.9,
464,9298,8.6,
465,9576,,
466,7652,9,6.4
467,3673,8.7,
468,10652,8.7,
469,6089,8.7,9
470,2771,8.8,
471,3476,9,9.3
472,3751,8.7,8.1
473,6006,,
474,9296,9.4,
475,13148,9.2,
476,3679,8,
477,8681,6.3,
478,7231,8.3,7.8
479,898,9,9.3
480,1218,8.3,
481,6535,7.6,
482,3131,7.5,7.9
483,4504,7.1,8.1
484,2874,,
485,4623,8.5,7.4
486,6118,7.5,
487,11388,7.9,
488,3654,9.1,6.3
489,424,6.6,6.9
490,6231,9.1,
491,4385,6.9,
492,2465,8.3,5.5
493,10575,7.9,
494,3438,7,
495,11031,7.3,
496,13144,7.9,3.1
497,3677,8.3,
498,1984,6.8,
499,4159,8.4,6.9
500,11396,8.7,
501,11582,8.3,7.1
502,12913,8.2,7.7
503,11776,9.3,
504,13269,,
505,13384,8.2,
506,602,8.5,
507,7653,8.1,1.7
508,992,7.1,
509,9582,,
510,6326,7.9,
511,5346,,
512,9148,,
513,10723,,
514,6648,8.1,
515,6395,8.2,5.9
516,13146,8.8,7.3
517,13149,8.7,5.9
518,2234,8.9,8.4
519,2236,8.5,7.6
520,11805,8.4,
521,4602,9.1,
522,6396,8.5,4.4
523,12465,,
524,4363,,
525,3570,,
526,4293,8.9,9.5
527,3656,8.5,4.4
528,11384,8.3,
529,3837,6.1,
530,25,6.2,
531,6042,9.1,
532,808,5.5,
533,2490,8,8.6
534,2933,,
535,2952,,
536,5803,,
537,13267,8.7,
538,6923,,
539,602,8.3,7.9
540,8454,8.4,
541,3302,7.2,
542,603,9.5,5.9
543,3512,8.2,
544,10448,6.6,
545,1807,7,
546,3669,8.7,
547,3658,8,3
548,10574,,
549,7768,8,
550,11575,9.3,
551,10719,8.7,
552,11390,7.9,
553,13378,,
554,9299,7.9,
555,12204,7,
556,7648,8.6,
557,12111,8.9,6.7
558,6565,6.5,
559,6628,9.5,8.9
560,11777,9,8.9
561,6402,9.2,
562,13121,,
563,6118,7.3,
564,9656,7.9,
565,2763,,
566,11941,8,
567,1474,7.5,4.3
568,6118,7.8,
569,1219,9,
570,7843,7.8,8
571,6008,7.5,
572,6629,9.5,
573,9350,8.5,
574,6857,9.3,8.2
575,9175,7,
576,12222,9.3,9.1
577,6955,,
578,8937,8.4,
579,13255,8.2,
580,2620,7,
581,5812,9.1,9.3
582,27,5.7,
583,2060,9.2,8.5
584,2285,,
585,3474,8.6,
586,4158,9.1,
587,4792,8.8,8.6
588,5830,7.4,
589,7280,8.2,
590,10436,6.7,
591,10459,7.8,
592,10524,,
593,12294,9.1,8.5
594,12852,9.3,
595,13257,8.4,
596,5901,7.3,
597,10682,,
598,11936,,
599,13167,9,
600,3570,9,
601,6585,7.8,
602,10900,7.6,
603,11042,9.2,
604,13362,7.7,
605,11785,8.7,
606,898,8.9,8.8
607,4919,8.4,
608,13364,,
609,10859,9.3,9.3
610,10398,8.8,
611,13257,,
612,3792,,
613,12917,9.2,
614,8309,9,
615,8694,6.6,
616,6393,8,
617,2788,,
618,6627,9.2,9.1
619,3655,6.9,
620,1961,6.8,
621,2875,,
622,3733,9.1,
623,7219,8.5,
624,13169,9.2,
625,9880,6.9,
626,1932,5.9,
627,4982,8,
628,1473,,
629,11212,9.2,
630,5119,3.5,
631,3804,8.9,8.7
632,6415,6.9,5.2
633,10909,8.7,8.4
634,1844,7.9,
635,12987,5.6,
636,11573,8.2,
637,8875,,
638,610,9.1,
639,1877,9.3,
640,3441,,
641,13387,,
642,11987,8.9,8.7
643,6891,9.6,9.5
644,13565,,
645,6390,8.6,
646,1021,9.6,9.5
647,6568,5.5,6
648,13385,,
649,13256,8.4,
650,3786,7,
651,6692,7,
652,2520,9,7.9
653,11771,9.6,
654,4363,7.8,
655,7774,8.9,
656,5126,3,
657,5814,8.2,
658,4921,9,7.1
659,13254,9.1,
660,2951,,
661,5193,3,
662,11389,9,
663,4980,8,
664,12433,9,8.4
665,10310,8,
666,118,3.6,
667,13268,,
668,7229,6,
669,7716,9.3,
670,5328,9.5,
671,9156,8.7,
672,11892,8,
673,10757,7.1,
674,9660,8.3,
675,2773,8.6,8.3
676,7005,,
677,893,8.9,7.6
678,11517,8.6,8.4
679,6579,7.8,7.1
680,9291,8.6,
681,7777,,
682,11460,8.5,
683,6042,9.1,
684,6888,8,
685,9379,8.3,8.8
686,3578,7.2,
687,8714,8.3,6.1
688,8296,8.7,5.9
689,7765,7,
690,6393,8.3,
691,10289,8.3,
692,12219,,
693,2713,8.7,8.7
694,6392,7.8,
695,52,7.9,
696,2318,8.3,6.9
697,6556,7.6,
698,13147,8.7,5
699,1465,8,8.4
700,6149,8.4,
701,6391,8.3,
702,1369,9.3,
703,7218,,
704,4617,8.1,8.5
705,1464,8.5,
706,6692,9.3,
707,4509,8.6,
708,13255,8.2,
709,3771,8,
710,6694,6.7,
711,4657,6.5,
712,7783,8.2,
713,12222,9.1,
714,10753,6.5,
715,11022,8.5,8.1
716,158,8.9,
717,6692,7.3,
718,7647,9.1,
719,6932,8.6,
720,7648,8.9,
721,6528,8,8.1
722,7654,8.2,2.6
723,3332,9.3,
724,6397,8.2,3.7
725,3672,8.9,
726,6230,8.8,
727,4680,8.4,
728,6575,7.7,
729,7152,7.6,
730,10868,,
731,4391,9,
732,6151,8,
733,6539,8.3,8.5
734,12232,8,6.9
735,3670,8.6,
736,7701,8.9,
737,5007,8.8,8.6
738,822,8.5,8.5
739,13250,8,
740,10307,8,
741,9161,9.1,
742,6387,7.9,
743,1810,8.3,
744,7649,9.3,
745,9153,8.9,
746,4980,8,
747,2858,8.5,
748,5899,8.1,10
749,5908,7.8,8.7
750,3656,9,
751,8703,7.9,
752,6388,8.5,
753,10530,,
754,2012,8.2,
755,2915,7.1,7.5
756,8436,9.7,
757,12234,8.9,
758,6931,8.3,
759,8457,,
760,6612,8.3,
761,1041,9.3,
762,2032,8.1,9
763,2159,8.4,
764,2514,8.7,
765,2876,,
766,2930,,
767,3568,8.6,
768,3739,8.8,
769,3913,9,8
770,12854,9.2,
771,9391,8.6,7.9
772,3127,,
773,9480,9.8,
774,7650,8.3,6.9
775,4118,2.6,
776,7233,8.2,
777,3093,8.3,7.3
778,6558,7.9,
779,9660,8.3,
780,12242,8.5,
781,604,8.5,7.5
782,8985,8.3,
783,9451,9.1,
784,6970,,
785,882,9,
786,12886,7.8,
787,9322,8.5,8.7
788,831,9,8.7
789,6395,8.4,6
790,6560,7,
791,8361,8.3,5.7
792,3131,7.4,7.9
793,2234,8.9,8.8
794,6128,7.9,
795,12542,,
796,6396,8.1,5.4
797,12519,8.7,
798,11931,8,
799,7767,7.4,
800,5082,7,
801,10431,8.9,
802,12221,8.2,
803,4287,9.2,
804,5834,8.5,
805,8887,6,
806,678,8.4,
807,8670,7,
808,7651,8.3,6.1
809,4620,8,
810,7782,,
811,11465,6,
812,3921,8.8,6
813,6931,8,
814,1883,,
815,2566,8.9,
816,3745,7.5,
817,7158,7.6,
818,8904,,
819,12023,5.5,
820,4292,7.8,
821,6391,8.4,
822,834,7.8,
823,3972,6.7,
824,13564,,
825,6533,6.8,
826,7127,,
827,7225,,
828,4495,8,
829,2297,7,
830,12932,,
831,9149,,
832,13447,,
833,6387,8.7,
834,11685,5.9,
835,12273,8.6,
836,6390,8.5,
837,12606,8.4,7.7
838,10468,8.1,
839,10323,8.5,8.3
840,5914,,
841,8685,6.5,
842,2466,8.7,4.2
843,2781,,
844,2937,,
845,8696,6.7,
846,11391,8.2,6.8
847,12889,8.2,
848,6131,7.8,
849,6137,,
850,13249,,
851,2857,8.9,7.4
852,5832,6.6,
853,6406,7.8,
854,577,6.8,
855,7404,7.1,
856,602,8.3,
857,6576,6.7,
858,6578,8.8,
859,13367,,
860,4384,6,
861,5345,8.5,
862,6414,7.6,
863,7773,8.8,
864,6555,,
865,11787,9.3,
866,11909,8,
867,1938,6,
868,6151,8,
869,8365,8.4,8.5
870,1734,8.8,
871,3733,7.4,
872,9297,9.6,9.3
873,11228,,
874,6128,8,
875,2297,6.7,
876,12236,8.2,
877,7771,9.1,
878,8886,7,
879,3794,9,9.1
880,6540,4.5,
881,2252,,
882,3670,7.1,
883,10715,,
884,4336,,
885,421,8.3,
886,1783,8.3,
887,5898,7.3,
888,6392,7.8,
889,1219,9,
890,8044,6.8,4.6
891,1936,7.2,
892,886,9,
893,2774,9.1,9.1
894,3141,8.6,
895,4499,8.2,8
896,5587,,
897,6394,8.1,6.1
898,1465,6.8,7.3
899,830,9.3,
900,10427,9.1,
901,11019,7.2,
902,10660,,
903,252,7,
904,6557,6.3,6.4
905,11371,,
906,2179,,
907,895,7.3,2.1
908,8850,9,9.1
909,3659,8.3,2
910,10757,6.8,
911,11775,9.4,
912,7649,9.3,
913,2243,8.4,7.8
914,6398,8,2.3
915,555,7.9,7.1
916,4498,9.2,
917,6131,8,
918,7774,8.8,
919,3962,,
920,9452,9.2,
921,758,9.2,
922,7974,8.8,8.9
923,9064,,
924,12877,,
925,12878,9,
926,1022,8.6,
927,4866,7.3,
928,3770,8.1,
929,10309,,
930,3655,7.9,5.4
931,10746,9.4,10
932,2767,9.1,
933,5917,8,
934,13366,,
935,8889,7.5,
936,7780,5.8,
937,13412,,
938,679,8.7,
939,2470,8.6,6.2
940,10655,8.2,8.1
941,6561,5.9,
942,10752,9,
943,11420,,
944,9798,8.2,
945,8635,8.5,5
946,7769,8,
947,8643,,
948,2500,9.1,9.3
949,2914,6.9,7.7
950,11934,7,
951,13396,6,
952,11213,8.9,
953,899,,
954,5015,,
955,5167,,
956,6532,8.8,
957,12810,,
958,776,7.3,8.1
959,6445,,
960,6534,7.2,
961,9070,,
962,10218,8,
963,11035,,
964,1484,6.1,
965,2412,,
966,2168,8,
967,7647,9,
968,1218,8.2,
969,7219,8.6,
970,8943,8.4,
971,4333,9,
972,7646,8.8,
973,12264,9.3,
974,8457,7.7,
975,7775,8.7,
976,8944,,
977,9788,6.7,
978,5817,9,6.8
979,5906,8.1,
980,8188,8.5,
981,894,8.5,
982,7778,7.4,
983,2438,,
984,5580,,
985,3786,7,
986,6394,,
987,4391,9,
988,12317,8.6,7.4
989,11467,3.8,
990,10212,8.1,
991,9451,8.2,
992,8769,9.6,
993,6563,6,
994,13070,,
995,6860,8.6,
996,10550,,
997,2182,7,
998,11906,4.8,
999,9391,,
1000,12548,8.4,
1001,13448,8,
1002,6232,7.9,7.2
1003,8935,8.4,
1004,11685,5.4,
1005,1463,8.8,9.1
1006,4921,9,
1007,12366,,
1008,9073,9.1,
1009,12228,8.6,
1010,7786,5.9,
1011,7782,7.1,
1012,11580,7.4,7.7
1013,7230,7.6,
1014,7677,,
1015,3552,,
1016,2231,9,
1017,6924,,
1018,10405,,
1019,7782,7.2,
1020,6406,7.5,
1021,1541,6.5,
1022,8465,,
1023,2303,8.3,
1024,8506,8.6,
1025,2160,8.6,
1026,2962,9.5,8.7
1027,7652,8.8,6
1028,10289,8,
1029,41,9.1,
1030,6545,7.1,
1031,9934,7,8.2
1032,9189,7.1,
1033,7700,8.8,
1034,11909,8.1,
1035,8194,8.7,7.3
1036,5585,5.5,
1037,9467,8.7,8.5
1038,7653,7.7,1.5
1039,1470,,
1040,7785,6.3,
1041,2774,8.8,9.1
1042,2860,8.7,8.1
1043,10815,,
1044,8616,,
1045,2322,8.9,
1046,759,9.5,
1047,1140,8.2,8.9
1048,2367,5.3,
1049,2516,8.8,
1050,2877,,
1051,2945,8.1,
1052,2973,,
1053,3038,7.2,6.2
1054,5187,8.7,9.1
1055,8029,8.8,8.5
1056,8621,8.4,7.7
1057,9297,9.2,9.7
1058,9655,8,
1059,10217,,
1060,10759,8.4,5.9
1061,11129,,
1062,11166,,
1063,12422,8.6,
1064,13386,7.9,6.2
1065,13397,7,
1066,12336,6.9,
1067,7230,7.6,
1068,11410,8.8,
1069,6123,6.2,6.6
1070,11420,8,
1071,4680,7.2,
1072,5574,7.5,6.4
1073,4680,,
1074,6573,6,
1075,10216,,
1076,1023,9.4,
1077,10659,,
1078,9299,,
1079,10813,7.8,8
1080,3173,,
1081,2614,8.8,7.9
1082,4984,8.4,
1083,5164,,
1084,7549,7.9,8
1085,9086,,
1086,10391,,
1087,6137,,
1088,12220,8.8,
1089,1986,7.4,
1090,4395,9.2,
1091,8663,5.2,
1092,10738,,
1093,1470,,
1094,1372,9,
1095,7719,9.4,
1096,3911,9,
1097,2465,,
1098,2388,8.9,
1099,12976,,
1100,344,,
1101,9780,,
1102,3670,8.7,
1103,1486,8.1,8.9
1104,5397,7,
1105,12198,4,
1106,13277,8.6,
1107,7223,,
1108,12757,,
1109,11780,9.4,
1110,4509,8.5,
1111,9248,9.1,
1112,11937,8.2,
1113,7372,8.8,
1114,8369,9.2,
1115,10714,,
1116,7783,8.2,
1117,8775,4.8,
1118,6137,,
1119,6559,7,
1120,8362,9,
1121,6397,8.8,4.5
1122,10729,9.2,
1123,12234,8.5,
1124,2705,8.1,10
1125,2944,7.6,
1126,7173,8.1,10
1127,8372,7.9,
1128,834,7.8,
1129,12636,7.9,8.3
1130,7127,7,
1131,6970,9.2,
1132,9151,8.7,9
1133,6388,8.6,
1134,12367,,
1135,4119,3,
1136,11461,,
1137,13430,7,
1138,7234,7.4,
1139,4981,9.2,
1140,6698,,
1141,12929,7,
1142,11796,7.7,8.2
1143,4867,,
1144,3661,8.8,
1145,5188,8.1,
1146,10757,6.8,7.4
1147,11782,9.3,
1148,1295,8.3,8
1149,6385,8.8,
1150,10149,6.9,
1151,10442,7.5,
1152,11741,7.8,6.5
1153,12493,9,
1154,11588,7.7,7.5
1155,10247,8,
1156,6650,9,
1157,7698,7.6,
1158,5324,9.6,
1159,834,7.8,7.5
1160,5916,8.7,
1161,8575,,
1162,8536,,
1163,4372,,
1164,3914,9.2,7.9
1165,7731,9.2,
1166,9188,6.6,
1167,12912,,
1168,63,,
1169,5396,8,
1170,4844,6,
1171,10453,7.8,
1172,11582,8.1,7.4
1173,9398,7.7,8.1
1174,2961,,
1175,2767,7.5,
1176,10423,,
1177,10685,8.1,
1178,13089,8.1,8.2
1179,1023,9.5,
1180,7483,7,
1181,11933,8.4,
1182,11838,9.7,
1183,2287,8.5,
1184,2012,9.3,
1185,7646,9.5,
1186,10337,9.2,
1187,292,9,8
1188,4509,,
1189,161,9.3,
1190,6386,8.2,
1191,10429,9,
1192,2315,8.4,
1193,2951,,
1194,5859,,
1195,7156,,
1196,7489,7.2,
1197,9849,9.1,
1198,10443,7.7,
1199,7868,8.3,
1200,5918,7.6,
1201,7839,6.6,
1202,9710,8.5,
1203,11795,,
1204,6150,7.5,
1205,11550,6.1,5.3
1206,6929,9.1,
1207,10615,,
1208,12989,6.6,6.9
1209,11615,6.5,
1210,3573,7.2,6.7
1211,6380,,
1212,98,6.5,
1213,3139,8.5,
1214,5895,7.9,
1215,12548,8.4,
1216,2979,7.5,
1217,4867,6.4,
1218,8235,8.8,8.7
1219,13262,8.3,
1220,11951,6.6,
1221,5772,7,
1222,10464,,
1223,11786,8.9,
1224,2389,8.7,
1225,12198,8.8,
1226,10790,8,
1227,60,,
1228,5833,,
1229,11980,7.5,
1230,10754,,
1231,6400,8.6,
1232,5573,8.3,
1233,10711,,
1234,8883,,
1235,6857,9.1,7.8
1236,2654,,
1237,5909,9.5,
1238,13378,,
1239,3885,7.8,6.1
1240,3669,8.5,
1241,1969,8.4,7
1242,2178,5.4,
1243,61,,
1244,7231,8.6,7.5
1245,10721,,
1246,6650,9,7.7
1247,7650,8.2,6.2
1248,7654,8.3,2.8
1249,6409,,
1250,2089,8.8,8.3
1251,9963,7.5,7.3
1252,10675,9.2,
1253,12521,4.4,
1254,4687,,
1255,6531,8.8,
1256,13302,8.2,8.7
1257,1982,8.3,
1258,9480,9.7,
1259,2613,9.2,
1260,1487,6.8,
1261,2049,4,
1262,6890,7.3,
1263,4983,8.8,
1264,12112,8.9,8.4
1265,4120,2.5,
1266,6405,9.5,
1267,2345,1.5,
1268,5204,8.7,8.1
1269,11506,9,
1270,12365,7,
1271,5148,7.5,
1272,1478,8,2.7
1273,7770,8.8,
1274,11467,5.5,
1275,1467,,
1276,8769,9.6,
1277,3487,,
1278,3672,6.4,
1279,982,6,
1280,4921,9,
1281,1733,9.7,9.5
1282,2501,6.5,
1283,2950,8.6,
1284,2953,7.6,
1285,3144,7.7,
1286,3731,10,
1287,3741,9,
1288,5857,7.5,
1289,5867,7.9,
1290,11063,7.8,
1291,11065,,
1292,11390,7.8,
1293,7732,8.9,
1294,4112,6.8,8
1295,958,7.8,
1296,10176,8.9,
1297,1423,5.5,
1298,10396,9,
1299,9657,7.3,
1300,5367,,
1301,1929,,
1302,12249,,
1303,7786,6.3,
1304,12931,,
1305,12933,6.6,
1306,2714,,
1307,4687,6.6,
1308,2899,6.5,
1309,11915,7.5,
1310,6116,,
1311,3572,8.5,7.6
1312,9656,7.9,
1313,13115,,
1314,7873,8.6,
1315,10717,7.5,
1316,12086,8.5,
1317,5673,,
1318,12759,9.3,
1319,8627,6.2,5.6
1320,12948,7.1,
1321,11939,8.3,
1322,10672,9.5,
1323,6401,9.4,
1324,2858,8.7,
1325,10713,7,
1326,2665,,
1327,7209,,
1328,11772,10,10
1329,12267,9.6,
1330,8504,8.9,
1331,2465,,
1332,3698,8.3,
1333,10644,,
1334,7745,8.1,
1335,10606,5.8,
1336,989,4.9,
1337,2629,,
1338,9994,7.8,
1339,10671,,
1340,7662,9,
1341,7699,8.7,
1342,7650,,
1343,7320,,
1344,10733,,
1345,2878,,
1346,4326,9.1,
1347,10857,,
1348,11117,,
1349,7441,7.1,
1350,7766,7.9,
1351,8629,9,
1352,12912,7.8,5.9
1353,8447,9.3,8.7
1354,571,6.7,
1355,2536,,
1356,4221,,
1357,10452,7.5,
1358,12213,3.8,
1359,12991,5.2,
1360,12075,8.9,
1361,7684,,
1362,8852,8.5,
1363,3332,9.4,
1364,6562,7.2,
1365,8705,7.7,8.3
1366,6650,9,
1367,12076,9.1,
1368,462,9.3,
1369,7746,8.7,
1370,5835,7.5,
